平湖市聚龙汇餐饮管理有限公司,,卢昱,18157351277,18157351277,2,保密,无,否,否,否,否,否,https://web.tansent.com/126481/
南京聚徽源餐饮管理有限公司,,许先生,13451911010,13451911010,2,保密,无,否,否,否,否,否,https://web.tansent.com/139637/
宁波北仑日宏餐饮服务有限公司,不限,丁女士,13567911792,13567911792,5,保密,无,否,否,否,否,否,https://web.tansent.com/78187/
宜昌坤厚德膳食管理有限公司,湖北省宜昌市西陵区东湖一路,韩正凤,18695073131,18695073131,5,保密,无,否,否,否,否,否,https://web.tansent.com/79290/
温州鼎赢餐饮管理有限公司,,王总,18267889962,18267889962,5,保密,无,否,否,否,否,否,https://web.tansent.com/80953/
湖北哲毅餐饮管理有限公司,全湖北,夏云,15050630464,15050630464,5,保密,无,否,否,否,否,否,https://web.tansent.com/80981/
南京拓思城餐饮管理有限公司,安徽省，江苏省,苏先生,18248797040,18248797040,5,5,无,否,否,否,否,否,https://web.tansent.com/81058/
贵州清镇职教城金禾康食品科技有限公司,,蒲德均,13726407755,13726407755,5,保密,无,否,否,否,否,否,https://web.tansent.com/81065/
江苏中厚餐饮服务有限公司,,杨先生,13451713689,13451713689,5,保密,无,否,否,否,否,否,https://web.tansent.com/81685/
江苏松霖餐饮有限公司,江苏省内,徐路,13815653527,13815653527,5,保密,无,否,否,否,否,否,https://web.tansent.com/81765/
惠州市高山餐饮管理有限公司,中国,骆文峰,13710294400,13710294400,5,保密,无,否,否,否,否,否,https://web.tansent.com/82060/
北京汇诚聚德餐饮管理有限公司,,吕占省,18601972181,18601972181,5,保密,无,否,否,否,否,否,https://web.tansent.com/82103/
六安市强军餐饮管理服务有限公司,安.徽六安地区,徐祥军,18956438148,18956438148,5,保密,无,否,否,否,否,否,https://web.tansent.com/82723/
上海逸乐餐饮管理有限公司,上海，苏州，无锡,13862135809,13862135809,13862135809,5,保密,无,否,否,否,否,否,https://web.tansent.com/82750/
北京福满仓快餐有限公司,,何先生,18911387961,18911387961,5,保密,无,否,否,否,否,否,https://web.tansent.com/82833/
常州学大餐饮管理有限公司,,吴凯,13813569701,13813569701,5,保密,无,否,否,否,否,否,https://web.tansent.com/82796/
广州市唐味餐饮服务有限公司,萝岗区科汇金谷,汤小杰,18599999205,18599999205,5,保密,无,否,否,否,否,否,https://web.tansent.com/83856/
高安市鸿志餐饮管理有限公司,,潘志良,13613588536,13613588536,5,保密,无,否,否,否,否,否,https://web.tansent.com/83882/
成都佳财餐饮管理有限公司,四川、重庆、陕西、云南,何总,18382377598,18382377598,5,保密,无,否,否,否,否,否,https://web.tansent.com/84011/
青岛新文昌餐饮管理有限公司,四川,高健峻,18780089678,18780089678,5,保密,无,否,否,否,否,否,https://web.tansent.com/84071/
南京联绵酒店管理有限公司,,吴长靖,18001585180,18001585180,5,保密,无,否,否,否,否,否,https://web.tansent.com/84476/
广州丰特餐饮管理服务有限公司,,郑坚喜,15816761800,15816761800,5,保密,无,否,否,否,否,否,https://web.tansent.com/84484/
运城市盐湖区亨洁餐饮有限公司,,石亚娟,15135998397,15135998397,5,保密,无,否,否,否,否,否,https://web.tansent.com/84563/
徐州市鸿璇餐饮管理有限公司,,唐军,15150010377,15150010377,5,保密,无,否,否,否,否,否,https://web.tansent.com/84625/
青岛晋烹餐饮管理服务有限公司,,孙理博,13656481494,13656481494,5,保密,无,否,否,否,否,否,https://web.tansent.com/80787/
河南全山餐饮管理有限公司,郑州市,马全山,15137997851,15137997851,5,保密,无,否,否,否,否,否,https://web.tansent.com/85085/
上海岳腾食品有限公司,全国,许先生,13162535552,13162535552,5,保密,无,否,否,否,否,否,https://web.tansent.com/85500/
江苏双兴餐饮管理有限公司,全国,任女士,13921078914,13921078914,5,保密,无,否,否,否,否,否,https://web.tansent.com/85745/
深圳市锦同丰餐饮管理有限公司,,徐丽军,18072728876,18072728876,5,保密,无,否,否,否,否,否,https://web.tansent.com/86115/
武汉御宴餐饮文化传播有限公司,,郑冬,13545237028,13545237028,5,保密,无,否,否,否,否,否,https://web.tansent.com/86398/
杭州浩瑞餐饮管理有限公司,全国,吴,15888863818,15888863818,5,保密,无,否,否,否,否,否,https://web.tansent.com/86430/
上海碧善餐饮管理有限公司,浙江省,方杰,13851637751,13851637751,5,保密,无,否,否,否,否,否,https://web.tansent.com/86442/
南京雪雅餐饮管理有限公司,南京,潘先生,18913945683,18913945683,5,保密,无,否,否,否,否,否,https://web.tansent.com/86431/
山西鼎冠餐饮管理有限公司,,季彬彬,13623633020,13623633020,5,保密,无,否,否,否,否,否,https://web.tansent.com/86496/
合肥圣华餐饮有限公司,,谢先生,13305693077,13305693077,5,保密,无,否,否,否,否,否,https://web.tansent.com/86675/
合兴旺餐饮管理常州有限公司,无锡、常州、镇江,黄鹏进,13861893875,13861893875,5,保密,无,否,否,否,否,否,https://web.tansent.com/86933/
河南辰星餐饮管理有限公司,河南开封,熊新中,13781116511,13781116511,5,5,无,否,否,否,否,否,https://web.tansent.com/87952/
东莞市吉发膳食管理有限公司,,章先生,13415880833,13415880833,5,保密,无,否,否,否,否,否,https://web.tansent.com/88171/
东莞市明月饮食管理服务有限公司,,王先生,16200000000,1.62E+11,5,保密,无,否,否,否,否,否,https://web.tansent.com/88548/
连云港尚班族餐饮服务有限公司,连云港市,王女士,18071662727,18071662727,5,保密,无,否,否,否,否,否,https://web.tansent.com/89146/
重庆一厨百膳餐饮管理有限公司,重庆,陈震,15023038523,15023038523,5,保密,无,否,否,否,否,否,https://web.tansent.com/89673/
广州市家好餐饮服务有限公司,广州市越秀区大沙头路21号b083铺,黎总,13632413838,13632413838,5,保密,无,否,否,否,否,否,https://web.tansent.com/89871/
合肥普祥众臣商贸有限公司,,张浩,17719496668,17719496668,5,保密,无,否,否,否,否,否,https://web.tansent.com/90066/
武汉华后五心服务管理有限公司,,蒋伟,18086118100,18086118100,5,保密,无,否,否,否,否,否,https://web.tansent.com/91017/
济南祥意泉餐饮有限公司,,赵靓,13606377789,13606377789,5,保密,无,否,否,否,否,否,https://web.tansent.com/90969/
北京义禾兴快餐有限责任公司,全国,郭中华,13611013041,13611013041,5,保密,无,否,否,否,否,否,https://web.tansent.com/91456/
成都市明华餐饮管理有限公司,四川，重庆，陕西，贵州，甘肃,李超,13056423333,13056423333,5,30,无,否,否,否,否,否,https://web.tansent.com/91461/
北京宏广远达餐饮管理有限公司,北京,王松广,13552222401,13552222401,5,保密,无,否,否,否,否,否,https://web.tansent.com/91527/
厦门品食轩餐饮配送有限公司,福建地区厦门泉州漳州,张经纬,13779997993,13779997993,4,保密,无,否,否,否,否,否,https://web.tansent.com/91987/
徐州市鑫兴餐饮管理有限公司,江苏省内,王经理,18851295340,18851295340,4,保密,无,否,否,否,否,否,https://web.tansent.com/92268/
苏州仟柏旺餐饮管理有限公司,苏州,顾秋平,13382198552,13382198552,4,保密,无,否,否,否,否,否,https://web.tansent.com/93070/
东莞市荣双饮食服务有限公司,东莞市，深圳市,何小姐,13622645262,13622645262,4,保密,无,否,否,否,否,否,https://web.tansent.com/95404/
昆明焱佳餐饮管理有限公司,全国,赵亮,13888003024,13888003024,4,保密,无,否,否,否,否,否,https://web.tansent.com/96641/
陕西竹园村呀米营养餐有限公司,陕西省西安市雁塔区、长安区,李丽,13772056235,13772056235,4,保密,无,否,否,否,否,否,https://web.tansent.com/96999/
常州丰晟餐饮管理有限公司广德分公司,安徽,蔡守琴,18756303253,18756303253,5,保密,无,否,否,否,否,否,https://web.tansent.com/78114/
西安木马餐饮管理有限公司,,孙淑琴,,,5,保密,无,否,否,否,否,否,https://web.tansent.com/78410/
静宁县湘盛飞达餐饮管理有限责任公司,,李广锋,15154878988,15154878988,5,保密,无,否,否,否,否,否,https://web.tansent.com/78504/
安徽江淮兴业餐饮服务有限公司,,李有为,18298265025,18298265025,5,保密,无,否,否,否,否,否,https://web.tansent.com/78886/
湖南康聚德餐饮管理有限公司,贵州，甘肃,李明华,13037392388,13037392388,5,保密,无,否,否,否,否,否,https://web.tansent.com/78899/
北京勇华伟业餐饮有限公司,,高双满,18010027259,18010027259,5,保密,无,否,否,否,否,否,https://web.tansent.com/79857/
广州漫赏餐饮管理有限公司,,郑生,18011737311,18011737311,5,保密,无,否,否,否,否,否,https://web.tansent.com/79883/
上海臻翃餐饮管理有限公司,上海,李小姐,17081369356,17081369356,5,保密,无,否,否,否,否,否,https://web.tansent.com/79922/
化隆县木沙华盛餐饮服务有限公司,化隆县巴燕镇医院路,马木沙,18221497802,18221497802,5,保密,无,否,否,否,否,否,https://web.tansent.com/79942/
上海叶广餐饮管理有限公司,,叶先生,13788857893,13788857893,5,保密,无,否,否,否,否,否,https://web.tansent.com/79971/
宁波正帮餐饮管理服务有限公司,江浙沪皖,陈杰,15867325766,15867325766,5,保密,无,否,否,否,否,否,https://web.tansent.com/80100/
河南恒强餐饮企业有限公司,河南,马会强,18838129208,18838129208,5,保密,无,否,否,否,否,否,https://web.tansent.com/80166/
天津塘沽滨海快餐服务有限公司,,章忠飞,13752592911,13752592911,5,保密,无,否,否,否,否,否,https://web.tansent.com/80514/
烟台明俊餐饮管理有限公司,,王总,13553106158,13553106158,5,保密,无,否,否,否,否,否,https://web.tansent.com/80855/
石家庄市龙人餐饮管理有限公司,裕华区,侯亚军,18033892272,18033892272,5,保密,无,否,否,否,否,否,https://web.tansent.com/81102/
东莞市宴发膳食管理有限公司,,潘生,18927505552,18927505552,5,保密,无,否,否,否,否,否,https://web.tansent.com/81163/
台州市韵味餐饮企业管理有限公司,,李跃进,15990609195,15990609195,5,保密,无,否,否,否,否,否,https://web.tansent.com/81363/
贵州乐中一餐饮管理有限公司,观山湖区,郑海,18286099957,18286099957,5,保密,无,否,否,否,否,否,https://web.tansent.com/82713/
山西全味健餐饮服务有限公司,,张飞,15290868258,15290868258,5,保密,无,否,否,否,否,否,https://web.tansent.com/83131/
上海诗扬餐饮管理有限公司,,沈先生,13764101693,13764101693,5,保密,无,否,否,否,否,否,https://web.tansent.com/83144/
和县星诚餐饮有限责任公司,,陈小伟,18375326699,18375326699,5,保密,无,否,否,否,否,否,https://web.tansent.com/83170/
布门克（上海）餐饮管理有限公司,,程先生,,021-58211386,5,保密,无,否,否,否,否,否,https://web.tansent.com/83272/
无锡奥利福餐饮有限公司,无锡新区城南路,夏明霞,18601559918,18601559918,5,保密,无,否,否,否,否,否,https://web.tansent.com/83469/
珠海市鸿康食堂管理服务有限公司,香洲区,沈先生,15889867588,15889867588,5,保密,无,否,否,否,否,否,https://web.tansent.com/83699/
武汉千百惠餐饮管理有限公司,,李保圈,15337206085,15337206085,5,保密,无,否,否,否,否,否,https://web.tansent.com/83733/
大连麦田餐饮管理有限公司,大连地区,刘经理,13842687433,13842687433,5,30,无,否,否,否,否,否,https://web.tansent.com/83795/
开封市美食嘉餐饮管理咨询有限公司,,徐经理,18937802277,18937802277,5,保密,无,否,否,否,否,否,https://web.tansent.com/83865/
徐州国康餐饮管理有限公司,暂定徐州全境及周边县市,杨先生,13952158365,13952158365,5,保密,无,否,否,否,否,否,https://web.tansent.com/83977/
湖南省湘教学生营养餐供应有限公司,全国各个食堂,李旭东,18684819338,18684819338,5,保密,无,否,否,否,否,否,https://web.tansent.com/84130/
北京金丰餐饮有限公司昆明分公司,,廖国彬,18288987062,18288987062,5,保密,无,否,否,否,否,否,https://web.tansent.com/84219/
珠海市极速企业管理有限公司,珠海、中山、东莞、深圳、广州等珠三角地区,陈先生,15913324930,0756-3857996、0756-3857996、15913324930,5,保密,无,否,否,否,否,否,https://web.tansent.com/84454/
孟达天池（天津）餐饮服务有限公司,天津空港经济区,马永强,18622269753,18622269753,5,保密,无,否,否,否,否,否,https://web.tansent.com/84698/
中馨（北京）餐饮管理有限公司,,杨先生,15132207111,15132207111,5,保密,无,否,否,否,否,否,https://web.tansent.com/85487/
四川大巧餐饮管理有限公司,,四川大巧餐饮管理有限公司,13909009331,13909009331,5,保密,无,否,否,否,否,否,https://web.tansent.com/85894/
河南中达餐饮有限公司,河南省内,张,15194409351,15194409351,5,保密,无,否,否,否,否,否,https://web.tansent.com/85930/
广东和丰乐食品科技有限公司广州分公司,广东,贺菁菁,13762228075,13762228075,5,保密,无,否,否,否,否,否,https://web.tansent.com/85977/
上海新志快餐有限公司,,刘小东,13661409439,13661409439,5,保密,无,否,否,否,否,否,https://web.tansent.com/86128/
唐山左岸餐饮管理有限公司,河北省,高新,13393153020,13393153020,5,保密,无,否,否,否,否,否,https://web.tansent.com/86211/
安徽六和义快餐有限公司,,叶寒,18055198195,18055198195,5,保密,无,否,否,否,否,否,https://web.tansent.com/86317/
芜湖惠香餐饮管理有限公司,芜湖市一市三县,卜定奎,15055786588,15055786588,5,保密,无,否,否,否,否,否,https://web.tansent.com/86509/
深圳市贝勒海餐饮管理有限公司,,刘超,13855436410,13855436410,5,保密,无,否,否,否,否,否,https://web.tansent.com/86599/
佛山市南海区丰品伙食服务有限公司,佛山市周边,谢生,13794629874,13794629874,5,15,无,否,否,否,否,否,https://web.tansent.com/86875/
中山市腾骏餐饮服务有限公司,广东省、福建省,吉生,13392943976,13392943976,5,保密,无,否,否,否,否,否,https://web.tansent.com/87093/
郑州派吉餐饮管理有限公司,,已作废,13800000000,13800000000,5,保密,无,否,否,否,否,否,https://web.tansent.com/87417/
温州禾花餐饮管理有限公司,专业化食堂管理承包,方经理,13867719176,13867719176,5,保密,无,否,否,否,否,否,https://web.tansent.com/87419/
大连大福餐饮管理有限公司,,大福,,0411-84487190,5,保密,无,否,否,否,否,否,https://web.tansent.com/87450/
上海海尚食品有限公司,,苏敏,18601658306,18601658306,5,保密,无,否,否,否,否,否,https://web.tansent.com/87487/
上海恒则成快餐有限公司,,王先生,15800664704,15800664704,5,保密,无,否,否,否,否,否,https://web.tansent.com/87593/
